time,.data
2025/09/16/14:21:05.100398,"(1.1161503595620088, 1.0065992389190692, 2.0463384121671253, 1.8272361708812825)"
2025/09/16/14:21:05.200250,"(1.1482505806606218, 1.3277418436486936, 1.145943207593177, 1.5049257335693527)"
2025/09/16/14:21:05.300273,"(1.1981268688967217, 1.2788076510264754, 1.2130670558694852, 1.3744286201289864)"
2025/09/16/14:21:05.400430,"(1.3331954722054, 1.3211493189731158, 1.5593463438873023, 1.5352540374227492)"
2025/09/16/14:21:05.500263,"(1.4646548717106371, 1.6712766851965615, 1.2855188901896146, 1.6987625171614495)"
2025/09/16/14:21:05.600270,"(2.0933126648492917, 2.258299085070109, 1.6429734533386706, 1.9729462937803972)"
2025/09/16/14:21:05.700238,"(2.100765423169361, 2.30336092646481, 1.7270947932803784, 2.1322857998713283)"
2025/09/16/14:21:05.800271,"(1.6276290411254137, 1.9112568104549117, 1.5072945048713922, 2.0745500435303876)"
2025/09/16/14:21:05.900265,"(2.0396974249935917, 2.3258317645650983, 1.6654943264703443, 2.237763005613347)"
2025/09/16/14:21:06.000266,"(2.2513956367250785, 2.4998585031045746, 1.894485659185525, 2.391411391944464)"
2025/09/16/14:21:06.100297,"(2.2715288716870288, 2.754590276027953, 1.4716607821053964, 2.4377835907872387)"
2025/09/16/14:21:06.200291,"(2.408501523160748, 2.748692243370428, 1.2785713714402445, 1.9589528118596709)"
2025/09/16/14:21:06.300287,"(2.4818028130633123, 2.737307183326826, 0.9573602814775009, 1.468369022004437)"
2025/09/16/14:21:06.409803,"(2.6485834524537926, 2.6914324978577056, 1.5999311381854726, 1.6856292289934292)"
2025/09/16/14:21:06.500270,"(2.7591605053802724, 2.827624508610719, 1.6193661422606305, 1.756294148721468)"
2025/09/16/14:21:06.600260,"(2.512717626259497, 2.752601080335255, 0.9037308672983272, 1.3834977754499977)"
2025/09/16/14:21:06.700306,"(2.868575536749279, 2.84802843309759, 1.0125861217279593, 0.9714919144055973)"
2025/09/16/14:21:06.800275,"(2.917440879794499, 2.7600407437817203, 1.273776457288847, 0.958976185263186)"
2025/09/16/14:21:06.900282,"(3.0416507281728005, 2.4729431585614243, 2.064566990190088, 0.9271518509673435)"
2025/09/16/14:21:07.000300,"(2.821803975659917, 2.4440089182322393, 1.7827853024406628, 1.027195187585236)"
2025/09/16/14:21:07.100261,"(2.6931143759996368, 2.4882146844936126, 1.4825827689581912, 1.0727833859462406)"
2025/09/16/14:21:07.203347,"(2.914172952576745, 2.661279727443683, 1.1432929709304103, 0.6375065206640546)"
2025/09/16/14:21:07.300311,"(2.8891077983145763, 2.4907942873586357, 1.2488260369633004, 0.45219901505142057)"
2025/09/16/14:21:07.400302,"(2.9205222903567027, 2.203500151879333, 1.9131803897912092, 0.47913611283644614)"
2025/09/16/14:21:07.500322,"(2.649882913509777, 2.153902235910878, 1.560872246691193, 0.5689108914934099)"
2025/09/16/14:21:07.600332,"(2.3217369570542354, 2.1663965863413126, 0.747802646284538, 0.4371219048586419)"
2025/09/16/14:21:07.700321,"(2.4279381045543125, 1.9960876374433958, 0.7419202963273093, -0.12178063789451476)"
2025/09/16/14:21:07.800297,"(2.680863925663246, 2.1443587216705575, 1.269313633029672, 0.1963032250441496)"
2025/09/16/14:21:07.900302,"(2.4537864970706806, 2.118736664405531, 0.8103150979228555, 0.14021543259249683)"
2025/09/16/14:21:08.000321,"(2.2139989899127985, 1.772548861046118, 0.8799450455974758, -0.002955212135875518)"
2025/09/16/14:21:08.100269,"(2.467588736553748, 2.2785961968855086, 0.5826604677718118, 0.2046753884353786)"
2025/09/16/14:21:08.200266,"(2.3456421346188643, 2.158781086102779, 0.4916805124228842, 0.1179584153907106)"
2025/09/16/14:21:08.300290,"(1.9146468099385392, 1.8364915358237826, 0.28739828293614045, 0.13108773470662471)"
