time,.data
2025/09/16/13:49:52.000254,"(-0.0, -0.0, -1.0202594995498657, 1.0202594995498657)"
2025/09/16/13:49:52.100352,"(-0.0, -0.0, -1.0202594995498657, 1.0202594995498657)"
2025/09/16/13:49:52.200288,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:52.300571,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:52.411368,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:52.500377,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:52.600470,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:52.700388,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:52.800295,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:52.900331,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:53.000409,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:53.100317,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:53.200431,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:53.300300,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:53.400284,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:53.500245,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:53.600424,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:53.700374,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:53.800317,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:53.900317,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:54.000330,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:54.100311,"(4.005438566207886, 4.005438566207886, -2.4779069423675537, -2.4779069423675537)"
2025/09/16/13:49:54.200320,"(4.854110240936279, 4.854110240936279, -2.7905450463294983, -2.7905450463294983)"
2025/09/16/13:49:54.300349,"(5.020066738128662, 5.020066738128662, -2.7905450463294983, -2.7905450463294983)"
2025/09/16/13:49:54.404503,"(5.020066738128662, 5.020066738128662, -2.7905450463294983, -2.7905450463294983)"
2025/09/16/13:49:54.500541,"(5.020066738128662, 5.020066738128662, -2.7905450463294983, -2.7905450463294983)"
2025/09/16/13:49:54.600297,"(5.020066738128662, 5.020066738128662, -2.7905450463294983, -2.7905450463294983)"
2025/09/16/13:49:54.700305,"(5.020066738128662, 5.020066738128662, -2.7905450463294983, -2.7905450463294983)"
2025/09/16/13:49:54.800280,"(5.020066738128662, 5.020066738128662, -2.7905450463294983, -2.7905450463294983)"
2025/09/16/13:49:54.900311,"(5.020066738128662, 5.020066738128662, -2.7905450463294983, -2.7905450463294983)"
2025/09/16/13:49:55.000321,"(5.020066738128662, 5.020066738128662, -2.7905450463294983, -2.7905450463294983)"
2025/09/16/13:49:55.100294,"(5.020066738128662, 5.020066738128662, -2.7905450463294983, -2.7905450463294983)"
2025/09/16/13:49:55.200369,"(5.020066738128662, 5.020066738128662, -2.7905450463294983, -2.7905450463294983)"
2025/09/16/13:49:55.300289,"(5.020066738128662, 5.020066738128662, -2.7905450463294983, -2.7905450463294983)"
2025/09/16/13:49:55.400265,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:55.500262,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:55.600341,"(-6.0, -6.0, 0.0, 0.0)"
2025/09/16/13:49:55.700334,"(-6.0, -6.0, 0.0, 0.0)"
2025/09/16/13:49:55.800361,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:55.900355,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:56.000369,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:56.100284,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:56.200595,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:56.300296,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:56.400311,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:56.500316,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:56.600447,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:56.700553,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:56.800298,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:56.900417,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:57.000329,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:57.100361,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:57.200367,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:57.300311,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:57.400263,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:57.500307,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:57.600307,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:57.700400,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:57.800264,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:57.902885,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:58.000330,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:58.100289,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:58.200307,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:58.300406,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:58.400337,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:58.500276,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:58.600309,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:58.700312,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:58.800432,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:58.900304,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:49:59.000318,"(0.0, 0.0, 0.0, 0.0)"
