time,.data
2025/09/16/13:25:06.500304,"(4.686033725738525, 4.686033725738525, 0.46051788330078125, -0.46051788330078125)"
2025/09/16/13:25:06.600605,"(4.686033725738525, 4.686033725738525, 0.46360185742378235, -0.46360185742378235)"
2025/09/16/13:25:06.700309,"(4.686033725738525, 4.686033725738525, 0.46360185742378235, -0.46360185742378235)"
2025/09/16/13:25:06.800338,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:06.900311,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:07.000317,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:07.100259,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:07.200279,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:07.300279,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:07.400273,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:07.506025,"(4.145566821098328, 4.145566821098328, 0.2372508943080902, -0.2372508943080902)"
2025/09/16/13:25:07.600371,"(4.1596373319625854, 4.1596373319625854, 0.37596553564071655, -0.37596553564071655)"
2025/09/16/13:25:07.700264,"(4.1596373319625854, 4.1596373319625854, 0.37596553564071655, -0.37596553564071655)"
2025/09/16/13:25:07.800326,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:07.901295,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:08.003413,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:08.100349,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:08.200310,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:08.300283,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:08.400266,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:08.500281,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:08.600310,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:08.700331,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:08.800310,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:08.900379,"(3.8726348876953125, 3.8726348876953125, 1.52558171749115, -1.52558171749115)"
2025/09/16/13:25:09.000268,"(3.8726348876953125, 3.8726348876953125, 1.52558171749115, -1.52558171749115)"
2025/09/16/13:25:09.100270,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:09.200340,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:09.300273,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:09.400289,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:09.500340,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:09.600302,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:09.700369,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:09.800290,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:09.900293,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:10.000348,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:10.100286,"(0.12194233015179634, 0.12194233015179634, 2.0, -2.0)"
2025/09/16/13:25:10.200261,"(0.12194233015179634, 0.12194233015179634, 2.0, -2.0)"
2025/09/16/13:25:10.300313,"(0.12194233015179634, 0.12194233015179634, 2.0, -2.0)"
2025/09/16/13:25:10.400271,"(0.12194233015179634, 0.12194233015179634, 2.0, -2.0)"
2025/09/16/13:25:10.500252,"(0.12194233015179634, 0.12194233015179634, 2.0, -2.0)"
2025/09/16/13:25:10.600288,"(0.12194233015179634, 0.12194233015179634, 2.0, -2.0)"
2025/09/16/13:25:10.700385,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:10.800335,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:10.900236,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:11.000292,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:11.101093,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:11.200264,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:11.300310,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:11.400310,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:11.500293,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:11.600363,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:11.700305,"(0.19113902002573013, 0.19113902002573013, 2.0, -2.0)"
2025/09/16/13:25:11.800340,"(0.19113902002573013, 0.19113902002573013, 2.0, -2.0)"
2025/09/16/13:25:11.900361,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:12.000826,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:12.100315,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:12.200312,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:12.300441,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:12.400327,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:12.500378,"(0.0, 0.0, 0.0, 0.0)"
2025/09/16/13:25:12.600440,"(4.2677693367004395, 4.2677693367004395, 1.2927383929491043, -0.07277540862560272)"
2025/09/16/13:25:12.700309,"(4.414258360862732, 4.414258360862732, 1.4556108266115189, -0.03827337920665741)"
2025/09/16/13:25:12.800267,"(4.414258360862732, 4.414258360862732, 1.4556108266115189, -0.03827337920665741)"
2025/09/16/13:25:12.900310,"(0.0, 0.0, 0.0, 0.0)"
